Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location
1900 Northpoint Blvd,Chattanooga,TN,37343,02/23/2018 12:30:00 AM,TN0330100,A1,91Z,,,18-016139,3,Pending/Possible Leads,35.137594493,-85.242154903999946,"(35.137594493, -85.242154904)"
900 Douglas St,Chattanooga,TN,37403,02/23/2018 01:00:00 AM,TN0330100,B9,90E,Drunkenness,Part 2 Crimes,18-016159,2,Cleared by Arrest,35.04415274,-85.30243594,"(35.04415274, -85.30243594)"
900 Douglas St,Chattanooga,TN,37403,02/23/2018 01:00:00 AM,TN0330100,A9,90E,Drunkenness,Part 2 Crimes,18-016158,2,Cleared by Arrest,35.04273074,-85.30281894,"(35.04273074, -85.30281894)"
3200 Kellys Ferry Rd,Chattanooga,TN,37419,02/23/2018 01:10:00 AM,TN0330100,A13,91Z,,,18-016148,3,Pending/Possible Leads,35.022138994,-85.369008578999981,"(35.022138994, -85.369008579)"
1200 E 3rd St,Chattanooga,TN,37406,02/23/2018 01:10:00 AM,TN0330100,B4,91Z,,,18-016146,3,Pending/Possible Leads,35.045850528000052,-85.285223454999965,"(35.045850528, -85.285223455)"
1700 Citico Ave,Chattanooga,TN,37404,02/23/2018 01:57:00 AM,TN0330100,B4,91Z,,,18-016152,3,Pending/Possible Leads,35.04660618500008,-85.27245158,"(35.046606185, -85.27245158)"
00 Myrtle Ave,Chattanooga,TN,37419,02/23/2018 02:00:00 AM,TN0330100,A13,91Z,,,18-016153,3,Pending/Possible Leads,35.019921551000067,-85.374333549999946,"(35.019921551, -85.37433355)"
2600 Cowart St,Chattanooga,TN,37408,02/23/2018 02:00:00 AM,TN0330100,A10,91Z,,,18-016160,2,Cleared by Arrest,35.026497887,-85.31632279,"(35.026497887, -85.31632279)"
100 Wild Ginger Trl,Chattanooga,TN,37415,02/23/2018 02:15:00 AM,TN0330100,A1,91Z,,,18-016155,3,Pending/Possible Leads,35.156080028,-85.26849229,"(35.156080028, -85.26849229)"
4900 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 02:43:00 AM,TN0330100,C3,91Z,,,18-016162,3,Pending/Possible Leads,35.012937129000079,-85.22746658299998,"(35.012937129, -85.227466583)"
2700 Cannon Ave,Chattanooga,TN,37404,02/23/2018 02:50:00 AM,TN0330100,B7,91Z,,,18-016169,3,Pending/Possible Leads,35.01754023400008,-85.297835538999962,"(35.017540234, -85.297835539)"
1100 Wheeler Ave,Chattanooga,TN,37406,02/23/2018 02:54:00 AM,TN0330100,B3,91Z,,,18-016170,3,Pending/Possible Leads,35.046582467000064,-85.260978956999978,"(35.046582467, -85.260978957)"
5800 Crestview Dr,Chattanooga,TN,37343,02/23/2018 02:59:00 AM,TN0330100,A1,91Z,,,18-016164,3,Pending/Possible Leads,35.157699135,-85.26074911,"(35.157699135, -85.26074911)"
7700 Lee Hwy,Chattanooga,TN,37421,02/23/2018 03:21:00 AM,TN0330100,C9,91Z,,,18-016176,3,Pending/Possible Leads,35.06069336900007,-85.134383607999951,"(35.060693369, -85.134383608)"
300 N Orchard Knob Ave,Chattanooga,TN,37404,02/23/2018 04:00:00 AM,TN0330100,B4,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016245,3,Pending/Possible Leads,35.040294221000067,-85.272286108999992,"(35.040294221, -85.272286109)"
Riverside Dr//Market St,Chattanooga,TN,37403,02/23/2018 04:04:00 AM,TN0330100,A7,91Z,,,18-016177,3,Pending/Possible Leads,,,
900 Lower Mill Rd,Chattanooga,TN,37343,02/23/2018 05:30:00 AM,TN0330100,A1,91Z,,,18-016182,3,Pending/Possible Leads,35.162402152,-85.239503840999973,"(35.162402152, -85.239503841)"
Hwy 27 Nb//Hwy 153-On Ramp,Chattanooga,TN,37343,02/23/2018 05:42:00 AM,TN0330100,A1,91Z,,,18-016183,3,Pending/Possible Leads,,,
3100 6th Ave,Chattanooga,TN,37407,02/23/2018 05:48:00 AM,TN0330100,B8,91Z,,,18-016184,3,Pending/Possible Leads,35.006728629,-85.282247341999962,"(35.006728629, -85.282247342)"
700 E 11th St,Chattanooga,TN,37403,02/23/2018 05:55:00 AM,TN0330100,A9,90C,Disorderly Conduct,Part 2 Crimes,18-016186,2,Cleared by Arrest,35.040270851000052,-85.300791597999989,"(35.040270851, -85.300791598)"
700 E 11th St,Chattanooga,TN,37403,02/23/2018 07:30:00 AM,TN0330100,A9,90J,Trespass Of Real Property,Part 2 Crimes,18-016200,2,Cleared by Arrest,35.039625851000054,-85.300922597999985,"(35.039625851, -85.300922598)"
4600 Fall Creek Rd,Chattanooga,TN,37416,02/23/2018 07:42:00 AM,TN0330100,C5,91Z,,,18-016205,3,Pending/Possible Leads,35.088969705000075,-85.193992164999969,"(35.088969705, -85.193992165)"
1900 Broad St,Chattanooga,TN,37408,02/23/2018 07:50:00 AM,TN0330100,A10,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016230,3,Pending/Possible Leads,35.033000958000066,-85.313825223999956,"(35.033000958, -85.313825224)"
6700 Ballard Dr,Chattanooga,TN,37421,02/23/2018 08:00:00 AM,TN0330100,C6,90Z,All Other Offenses,Part 2 Crimes,18-019523,2,Cleared by Arrest,35.041511361,-85.172688551999954,"(35.041511361, -85.172688552)"
6700 Ballard Dr,Chattanooga,TN,37421,02/23/2018 08:00:00 AM,TN0330100,C6,23H,All Other Larceny,Part 1 Crimes,18-019523,2,Cleared by Arrest,35.041511361,-85.172688551999954,"(35.041511361, -85.172688552)"
3400 5th Ave,Chattanooga,TN,37407,02/23/2018 08:00:00 AM,TN0330100,B8,220,Burglary/Breaking And Entering,Part 1 Crimes,18-016325,3,Pending/Possible Leads,35.004948233000071,-85.284943556999991,"(35.004948233, -85.284943557)"
2500 De Sales Ave,Chattanooga,TN,37404,02/23/2018 08:30:00 AM,TN0330100,B4,91Z,,,18-016220,3,Pending/Possible Leads,35.039558677,-85.262373622999959,"(35.039558677, -85.262373623)"
2100 Foust St,Chattanooga,TN,37407,02/23/2018 08:40:00 AM,TN0330100,B7,91Z,,,18-016227,3,Pending/Possible Leads,35.013591559000055,-85.28445836,"(35.013591559, -85.28445836)"
3100 2nd Ave,Chattanooga,TN,37407,02/23/2018 09:00:00 AM,TN0330100,B7,91Z,,,18-016378,3,Pending/Possible Leads,35.009531179000064,-85.286252832999963,"(35.009531179, -85.286252833)"
2500 Mccallie Ave,Chattanooga,TN,37404,02/23/2018 09:50:00 AM,TN0330100,B4,91Z,,,18-016228,3,Pending/Possible Leads,35.032950733,-85.265162194999959,"(35.032950733, -85.265162195)"
2400 Leann Cir,Chattanooga,TN,37406,02/23/2018 09:52:00 AM,TN0330100,C1,120,Robbery,Part 1 Crimes,18-016229,3,Pending/Possible Leads,35.058075585,-85.225819758999975,"(35.058075585, -85.225819759)"
2900 Cummings Hwy,Chattanooga,TN,37419,02/23/2018 10:00:00 AM,TN0330100,A13,23D,Theft From Buildings,Part 1 Crimes,18-021680,3,Pending/Possible Leads,35.020491835000065,-85.363422636999985,"(35.020491835, -85.363422637)"
2500 De Sales Ave,Chattanooga,TN,37404,02/23/2018 10:00:00 AM,TN0330100,B4,91Z,,,18-016231,3,Pending/Possible Leads,35.039785677,-85.261578622999963,"(35.039785677, -85.261578623)"
3100 Wheeler Ave,Chattanooga,TN,37406,02/23/2018 10:25:00 AM,TN0330100,B1,91Z,,,18-016236,3,Pending/Possible Leads,35.072128275000061,-85.24644174,"(35.072128275, -85.24644174)"
5400 Lake Resort Dr,Chattanooga,TN,37415,02/23/2018 10:40:00 AM,TN0330100,A2,91Z,,,18-016240,3,Pending/Possible Leads,35.10952225,-85.230654924999968,"(35.10952225, -85.230654925)"
4200 Belle View,Chattanooga,TN,37416,02/23/2018 10:44:00 AM,TN0330100,C5,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016239,3,Pending/Possible Leads,35.077165152,-85.199353805999934,"(35.077165152, -85.199353806)"
600 Maple Street Ct,Chattanooga,TN,37402,02/23/2018 10:53:00 AM,TN0330100,A6,91Z,,,18-016244,3,Pending/Possible Leads,35.041789895000072,-85.317834018999946,"(35.041789895, -85.317834019)"
5100 Hixson Pike,Chattanooga,TN,37343,02/23/2018 11:00:00 AM,TN0330100,A2,240,Motor Vehicle Theft,Part 1 Crimes,18-018942,4,Inactive/Suspended,35.13586655,-85.240021551999931,"(35.13586655, -85.240021552)"
5700 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 11:00:00 AM,TN0330100,C3,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,18-016243,3,Pending/Possible Leads,35.011337252,-85.213878964999964,"(35.011337252, -85.213878965)"
900 Douglas St,Chattanooga,TN,37403,02/23/2018 11:00:00 AM,TN0330100,A9,23H,All Other Larceny,Part 1 Crimes,18-016267,3,Pending/Possible Leads,35.04324074,-85.30209694,"(35.04324074, -85.30209694)"
4200 Seneca Ave,Chattanooga,TN,37409,02/23/2018 11:20:00 AM,TN0330100,A12,91Z,,,18-016241,3,Pending/Possible Leads,35.003411585,-85.327329542999976,"(35.003411585, -85.327329543)"
700 E Martin Luther King Blvd,Chattanooga,TN,37403,02/23/2018 11:30:00 AM,TN0330100,A9,91Z,,,18-016251,2,Cleared by Arrest,35.042271205,-85.299058671999944,"(35.042271205, -85.299058672)"
3800 Grace Ave,Chattanooga,TN,37406,02/23/2018 11:35:00 AM,TN0330100,B1,91Z,,,18-016258,3,Pending/Possible Leads,35.083723160000076,-85.241740566999951,"(35.08372316, -85.241740567)"
5600 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 11:45:00 AM,TN0330100,C3,91Z,,,18-016254,3,Pending/Possible Leads,35.010845157,-85.216824371999991,"(35.010845157, -85.216824372)"
5200 Wilson Rd,Chattanooga,TN,37410,02/23/2018 11:50:00 AM,TN0330100,A12,91Z,,,18-016237,3,Pending/Possible Leads,34.988804075,-85.311097097999962,"(34.988804075, -85.311097098)"
400 Mccallie Ave,Chattanooga,TN,37402,02/23/2018 11:52:00 AM,TN0330100,A7,91Z,,,18-016364,3,Pending/Possible Leads,35.048174703000065,-85.305548277999961,"(35.048174703, -85.305548278)"
3600 Knollwood Dr,Chattanooga,TN,37415,02/23/2018 12:00:00 PM,TN0330100,A3,91Z,,,18-016269,3,Pending/Possible Leads,35.111033033,-85.285520681999955,"(35.111033033, -85.285520682)"
1700 Urban Trl,Chattanooga,TN,37405,02/23/2018 12:00:00 PM,TN0330100,A5,91Z,,,18-016452,3,Pending/Possible Leads,35.081613915,-85.320871565999951,"(35.081613915, -85.320871566)"
2000 Gunbarrel Rd,Chattanooga,TN,37421,02/23/2018 12:10:00 PM,TN0330100,C7,91Z,,,18-016270,3,Pending/Possible Leads,35.030354099,-85.154809544999964,"(35.030354099, -85.154809545)"
4000 Fagan St,Chattanooga,TN,37410,02/23/2018 12:15:00 PM,TN0330100,A12,91Z,,,18-016266,3,Pending/Possible Leads,35.003065521000053,-85.308911422999984,"(35.003065521, -85.308911423)"
3800 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 12:30:00 PM,TN0330100,C2,91Z,,,18-016425,3,Pending/Possible Leads,35.021222232000071,-85.242412053999956,"(35.021222232, -85.242412054)"
4900 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 01:00:00 PM,TN0330100,C3,000,Misc Report,Other Incidents,18-016278,3,Pending/Possible Leads,35.013638778,-85.228261367999963,"(35.013638778, -85.228261368)"
2100 Gunbarrel Rd,Chattanooga,TN,37421,02/23/2018 01:00:00 PM,TN0330100,C7,91Z,,,18-016277,3,Pending/Possible Leads,35.034324529000074,-85.152422447999967,"(35.034324529, -85.152422448)"
4600 Plaza Hills Ln,Chattanooga,TN,37343,02/23/2018 01:00:00 PM,TN0330100,A3,91Z,,,18-016286,3,Pending/Possible Leads,35.12742306,-85.266939010999991,"(35.12742306, -85.266939011)"
900 E Main St,Chattanooga,TN,37408,02/23/2018 01:04:00 PM,TN0330100,B6,91Z,,,18-016293,2,Cleared by Arrest,35.031879944,-85.296189562999956,"(35.031879944, -85.296189563)"
4000 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 01:10:00 PM,TN0330100,C2,91Z,,,18-016329,3,Pending/Possible Leads,35.019371389,-85.238829094999943,"(35.019371389, -85.238829095)"
3400 Amnicola Hwy,Chattanooga,TN,37406,02/23/2018 01:10:00 PM,TN0330100,B1,91Z,,,18-016282,3,Pending/Possible Leads,35.082122451,-85.263964108999986,"(35.082122451, -85.263964109)"
2400 Bridge Cir,Chattanooga,TN,37421,02/23/2018 01:18:00 PM,TN0330100,C9,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016281,3,Pending/Possible Leads,35.049199177,-85.162892688999946,"(35.049199177, -85.162892689)"
Trailwood Dr//Fall Creek Rd,Chattanooga,TN,37416,02/23/2018 01:34:00 PM,TN0330100,C5,91Z,,,18-016288,3,Pending/Possible Leads,,,
900 E Martin Luther King Blvd,Chattanooga,TN,37403,02/23/2018 01:40:00 PM,TN0330100,A9,91Z,,,18-016703,2,Cleared by Arrest,35.040093464,-85.294204667999978,"(35.040093464, -85.294204668)"
1200 Duncan Ave,Chattanooga,TN,37404,02/23/2018 01:58:00 PM,TN0330100,B5,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-016256,3,Pending/Possible Leads,35.039523423,-85.284413533999953,"(35.039523423, -85.284413534)"
1200 E Main St,Chattanooga,TN,37408,02/23/2018 02:00:00 PM,TN0330100,B5,13B,Simple Assault,Part 1 Crimes,18-016295,3,Pending/Possible Leads,35.030422383000058,-85.290387682999949,"(35.030422383, -85.290387683)"
3000 13th Ave,Chattanooga,TN,37407,02/23/2018 02:00:00 PM,TN0330100,B8,91Z,,,18-016328,3,Pending/Possible Leads,35.005725392000073,-85.276628941999974,"(35.005725392, -85.276628942)"
7400 Bonny Oaks Dr,Chattanooga,TN,37421,02/23/2018 02:00:00 PM,TN0330100,C9,91Z,,,18-016297,3,Pending/Possible Leads,35.061523622000067,-85.135555116999996,"(35.061523622, -85.135555117)"
3400 Broad St,Chattanooga,TN,37409,02/23/2018 02:03:00 PM,TN0330100,A11,91Z,,,18-016308,3,Pending/Possible Leads,35.016923931,-85.323308743999974,"(35.016923931, -85.323308744)"
1000 N Moore Rd,Chattanooga,TN,37411,02/23/2018 02:15:00 PM,TN0330100,C3,90C,Disorderly Conduct,Part 2 Crimes,18-016315,2,Cleared by Arrest,35.026695002000061,-85.21990314,"(35.026695002, -85.21990314)"
600 W 13th Street Ct,Chattanooga,TN,37402,02/23/2018 02:17:00 PM,TN0330100,A6,91Z,,,18-016306,3,Pending/Possible Leads,35.041783822,-85.316829157999962,"(35.041783822, -85.316829158)"
5100 Hixson Pike,Chattanooga,TN,37343,02/23/2018 02:44:00 PM,TN0330100,A2,90Z,All Other Offenses,Part 2 Crimes,18-016321,2,Cleared by Arrest,35.134500529,-85.239002420999981,"(35.134500529, -85.239002421)"
7600 Goodwin Rd,Chattanooga,TN,37421,02/23/2018 02:53:00 PM,TN0330100,C7,90Z,All Other Offenses,Part 2 Crimes,18-016319,3,Pending/Possible Leads,35.027164961,-85.147604330999968,"(35.027164961, -85.147604331)"
7700 Cecelia Dr,Chattanooga,TN,37416,02/23/2018 03:00:00 PM,TN0330100,C5,91Z,,,18-016383,3,Pending/Possible Leads,35.078422136,-85.178334345999986,"(35.078422136, -85.178334346)"
700 Mystic Trl,Chattanooga,TN,37415,02/23/2018 03:00:00 PM,TN0330100,A1,13B,Simple Assault,Part 1 Crimes,18-016368,2,Cleared by Arrest,35.12816397,-85.308383098999968,"(35.12816397, -85.308383099)"
4300 Norcross Rd,Chattanooga,TN,37343,02/23/2018 03:01:00 PM,TN0330100,A3,91Z,,,18-016322,3,Pending/Possible Leads,35.121263665000072,-85.258297150999951,"(35.121263665, -85.258297151)"
5600 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 03:04:00 PM,TN0330100,C3,240,Motor Vehicle Theft,Part 1 Crimes,18-016326,4,Inactive/Suspended,35.011384157,-85.217279371999993,"(35.011384157, -85.217279372)"
700 E 11th St,Chattanooga,TN,37403,02/23/2018 03:10:00 PM,TN0330100,A9,23H,All Other Larceny,Part 1 Crimes,18-016330,3,Pending/Possible Leads,35.039323851000056,-85.299954597999985,"(35.039323851, -85.299954598)"
100 Colony Cir,Chattanooga,TN,37343,02/23/2018 03:15:00 PM,TN0330100,A1,91Z,,,18-016331,3,Pending/Possible Leads,35.173285465000056,-85.253069512999971,"(35.173285465, -85.253069513)"
2000 Gunbarrel Rd,Chattanooga,TN,37421,02/23/2018 03:24:00 PM,TN0330100,C7,91Z,,,18-016341,3,Pending/Possible Leads,35.030688099,-85.154171544999969,"(35.030688099, -85.154171545)"
5400 Ansley Dr,Chattanooga,TN,37409,02/23/2018 03:26:00 PM,TN0330100,A12,91Z,,,18-016302,3,Pending/Possible Leads,34.989014063,-85.326219178999963,"(34.989014063, -85.326219179)"
5700 Highway 153,Chattanooga,TN,37343,02/23/2018 03:30:00 PM,TN0330100,A1,91Z,,,18-016340,3,Pending/Possible Leads,35.156810860000078,-85.24952603499996,"(35.15681086, -85.249526035)"
1900 12th Ave,Chattanooga,TN,37404,02/23/2018 03:32:00 PM,TN0330100,B6,91Z,,,18-016287,3,Pending/Possible Leads,35.018274747000078,-85.272230971999932,"(35.018274747, -85.272230972)"
2700 E 34th St,Chattanooga,TN,37407,02/23/2018 04:10:00 PM,TN0330100,B8,91Z,,,18-016355,3,Pending/Possible Leads,35.003318948,-85.282702012999962,"(35.003318948, -85.282702013)"
5500 Hwy 153,Chattanooga,TN,37343,02/23/2018 04:15:00 PM,TN0330100,A1,91Z,,,18-016387,3,Pending/Possible Leads,35.14901485,-85.248937795999993,"(35.14901485, -85.248937796)"
5800 Crestview Dr,Chattanooga,TN,37343,02/23/2018 04:15:00 PM,TN0330100,A1,90Z,All Other Offenses,Part 2 Crimes,18-016379,3,Pending/Possible Leads,35.157883135,-85.25976111,"(35.157883135, -85.25976111)"
5800 Crestview Dr,Chattanooga,TN,37343,02/23/2018 04:15:00 PM,TN0330100,A1,13B,Simple Assault,Part 1 Crimes,18-016379,3,Pending/Possible Leads,35.157883135,-85.25976111,"(35.157883135, -85.25976111)"
1100 Signal Mountain Rd,Chattanooga,TN,37405,02/23/2018 04:20:00 PM,TN0330100,A5,91Z,,,18-016348,3,Pending/Possible Leads,35.104929091,-85.332765441999967,"(35.104929091, -85.332765442)"
6100 Preservation Dr,Chattanooga,TN,37416,02/23/2018 04:25:00 PM,TN0330100,C5,91Z,,,18-016352,3,Pending/Possible Leads,35.075987558,-85.189736341999989,"(35.075987558, -85.189736342)"
5500 Hwy 153,Chattanooga,TN,37343,02/23/2018 04:30:00 PM,TN0330100,A1,91Z,,,18-016362,3,Pending/Possible Leads,35.14156136,-85.248445000999965,"(35.14156136, -85.248445001)"
300 Mcbrien Rd,Chattanooga,TN,37411,02/23/2018 04:30:00 PM,TN0330100,C3,91Z,,,18-016365,3,Pending/Possible Leads,35.006631405000071,-85.226495137999947,"(35.006631405, -85.226495138)"
3800 Wauchula St,Chattanooga,TN,37406,02/23/2018 04:30:00 PM,TN0330100,B1,91Z,,,18-016361,3,Pending/Possible Leads,35.07658691200006,-85.228778940999959,"(35.076586912, -85.228778941)"
1600 Bradt St,Chattanooga,TN,37406,02/23/2018 04:32:00 PM,TN0330100,B2,91Z,,,18-016354,3,Pending/Possible Leads,35.054613644000071,-85.262571815999991,"(35.054613644, -85.262571816)"
4300 Norcross Rd,Chattanooga,TN,37343,02/23/2018 04:32:00 PM,TN0330100,A3,91Z,,,18-016350,3,Pending/Possible Leads,35.12041183500007,-85.258380093999946,"(35.120411835, -85.258380094)"
100 N Tuxedo Ave,Chattanooga,TN,37411,02/23/2018 04:40:00 PM,TN0330100,C2,240,Motor Vehicle Theft,Part 1 Crimes,18-016358,3,Pending/Possible Leads,35.017351901,-85.235091962999931,"(35.017351901, -85.235091963)"
100 N Tuxedo Ave,Chattanooga,TN,37411,02/23/2018 04:40:00 PM,TN0330100,C2,23H,All Other Larceny,Part 1 Crimes,18-016358,3,Pending/Possible Leads,35.017351901,-85.235091962999931,"(35.017351901, -85.235091963)"
100 Glenwood Dr,Chattanooga,TN,37404,02/23/2018 04:45:00 PM,TN0330100,B4,90J,Trespass Of Real Property,Part 2 Crimes,18-016369,2,Cleared by Arrest,35.032398020000073,-85.264640828999958,"(35.03239802, -85.264640829)"
7400 Commons Blvd,Chattanooga,TN,37421,02/23/2018 04:45:00 PM,TN0330100,C7,91Z,,,18-016418,2,Cleared by Arrest,35.035372252000066,-85.149187014999939,"(35.035372252, -85.149187015)"
5400 Highway 153,Chattanooga,TN,37343,02/23/2018 04:50:00 PM,TN0330100,A1,91Z,,,18-016360,3,Pending/Possible Leads,35.139478394000079,-85.247833773999957,"(35.139478394, -85.247833774)"
100 Cedar Ln,Chattanooga,TN,37421,02/23/2018 04:59:00 PM,TN0330100,C4,91Z,,,18-016380,3,Pending/Possible Leads,35.030023620000073,-85.20032205399994,"(35.03002362, -85.200322054)"
800 Pine St,Chattanooga,TN,37402,02/23/2018 05:00:00 PM,TN0330100,A7,91Z,,,18-016592,3,Pending/Possible Leads,35.046850809000077,-85.313042804999967,"(35.046850809, -85.313042805)"
5700 Brainerd Rd,Chattanooga,TN,37411,02/23/2018 05:00:00 PM,TN0330100,C3,23C,Shoplifting,Part 1 Crimes,18-016389,3,Pending/Possible Leads,35.012850516000057,-85.21214760099997,"(35.012850516, -85.212147601)"
800 High Ridge Dr,Chattanooga,TN,37405,02/23/2018 05:16:00 PM,TN0330100,A4,23F,Theft From Motor Vehicle,Part 1 Crimes,18-016359,3,Pending/Possible Leads,35.07446046,-85.313358808999951,"(35.07446046, -85.313358809)"
5900 Hwy 153,Chattanooga,TN,37343,02/23/2018 05:20:00 PM,TN0330100,A1,23C,Shoplifting,Part 1 Crimes,18-016374,3,Pending/Possible Leads,35.16555892300007,-85.248877660999938,"(35.165558923, -85.248877661)"
1300 Moss Dr,Chattanooga,TN,37411,02/23/2018 05:38:00 PM,TN0330100,C1,91Z,,,18-016375,3,Pending/Possible Leads,35.044620006000081,-85.241627077999951,"(35.044620006, -85.241627078)"
2000 Windsor St,Chattanooga,TN,37406,02/23/2018 05:46:00 PM,TN0330100,B3,91Z,,,18-016398,2,Cleared by Arrest,35.048716453000068,-85.265801612999951,"(35.048716453, -85.265801613)"
8300 Iris Rd,Chattanooga,TN,37421,02/23/2018 05:49:00 PM,TN0330100,C8,90Z,All Other Offenses,Part 2 Crimes,18-016529,3,Pending/Possible Leads,34.993518039000072,-85.143105668999979,"(34.993518039, -85.143105669)"
7400 Commons Blvd,Chattanooga,TN,37421,02/23/2018 05:50:00 PM,TN0330100,C7,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016411,2,Cleared by Arrest,35.035249252000071,-85.148963014999936,"(35.035249252, -85.148963015)"
7400 Commons Blvd,Chattanooga,TN,37421,02/23/2018 05:50:00 PM,TN0330100,C7,35B,Drug Equipment Violations,Part 1 Crimes,18-016411,2,Cleared by Arrest,35.035249252000071,-85.148963014999936,"(35.035249252, -85.148963015)"
7400 Commons Blvd,Chattanooga,TN,37421,02/23/2018 05:55:00 PM,TN0330100,C7,23C,Shoplifting,Part 1 Crimes,18-016388,2,Cleared by Arrest,35.036373252000068,-85.149525014999938,"(35.036373252, -85.149525015)"
7400 Commons Blvd,Chattanooga,TN,37421,02/23/2018 05:55:00 PM,TN0330100,C7,35B,Drug Equipment Violations,Part 1 Crimes,18-016388,2,Cleared by Arrest,35.036373252000068,-85.149525014999938,"(35.036373252, -85.149525015)"
7400 Commons Blvd,Chattanooga,TN,37421,02/23/2018 05:55:00 PM,TN0330100,C7,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016388,2,Cleared by Arrest,35.036373252000068,-85.149525014999938,"(35.036373252, -85.149525015)"
6800 Hickory Ln,Chattanooga,TN,37421,02/23/2018 05:56:00 PM,TN0330100,C6,91Z,,,18-016390,3,Pending/Possible Leads,35.038387118000053,-85.166599961999964,"(35.038387118, -85.166599962)"
2000 Elmar Dr,Chattanooga,TN,37421,02/23/2018 05:56:00 PM,TN0330100,C7,90Z,All Other Offenses,Part 2 Crimes,18-016391,2,Cleared by Arrest,35.032377129,-85.168590096999964,"(35.032377129, -85.168590097)"
